0 0 0.801136
0 1 0.772776
0 2 0.695246
0 3 0.597827
0 4 0.345635
0 5 0.251459
0 6 0.143289
0 7 0.0972968
0 8 -0.115682
0 9 -0.218904
0 10 -0.204118
0 11 -0.204078
0 12 -0.25448
0 13 -0.257198
0 14 -0.318331
0 15 -0.356315
0 16 -0.237389
0 17 -0.16523
0 18 -0.00857073
0 19 0.15607
0 20 0.363987
0 21 0.340493
0 22 0.468779
0 23 0.576929
0 24 0.731651
0 25 0.745339
0 26 0.709521
0 27 0.840015
0 28 0.99889
0 29 1.01742
0 30 0.788037
0 31 0.816846
0 32 0.774964
0 33 0.834014
0 34 0.785252
0 35 0.797081
0 36 0.87984
0 37 0.727109
0 38 0.479815
0 39 0.353685
0 40 0.444393
0 41 0.462024
0 42 0.48405
0 43 0.484252
0 44 0.614572
0 45 0.663649
0 46 0.758018
0 47 1.17781
0 48 1.51844
0 49 1.63508
0 50 1.9119
0 51 2.1647
0 52 2.34796
0 53 2.32786
0 54 2.19035
0 55 2.16752
0 56 1.94406
0 57 1.50047
0 58 1.13569
0 59 0.9773
0 60 0.753236
0 61 0.501186
0 62 0.226185
0 63 0.00880291
0 64 -0.139505
0 65 -0.153746
0 66 -0.191416
0 67 -0.0175066
0 68 0.164089
0 69 0.145356
0 70 -0.0208163
0 71 0.0521755
0 72 0.128382
0 73 0.205763
0 74 0.258066
0 75 0.317685
0 76 0.398923
0 77 0.298819
0 78 0.225487
0 79 0.37527
0 80 0.54553
0 81 0.60034
0 82 0.806259
0 83 1.09955
0 84 1.48422
0 85 1.55535
0 86 1.65849
0 87 1.74313
0 88 1.77824
0 89 1.977
0 90 2.08173
0 91 1.95855
0 92 1.78767
0 93 1.58721
0 94 1.51311
0 95 1.47699
0 96 1.40167
0 97 1.2631
0 98 1.28862
0 99 1.04673
