0.99643 5.43698 -2.59406
1.1235 6.19954 -2.03774
1.43237 6.36843 -1.08604
2.33298 6.70927 -0.73154
3.23966 6.67016 -0.33525
4.1418 6.72382 -0.08158
5.09918 6.57213 -0.06898
5.86974 6.20614 -0.46007
6.52439 5.64431 -0.84898
7.33787 5.08823 -0.91391
8.02142 4.52263 -0.58236
8.66579 4.09597 0.03367
9.11315 3.60046 0.70895
9.28949 3.22221 1.5376
8.8416 2.78147 2.24418
8.17116 2.22996 2.67144
7.77094 1.36418 2.60568
7.62207 0.46391 2.15192
7.81293 -0.16747 1.41169
8.00299 -0.65413 0.59649
8.0046 -0.83511 -0.35763
7.54656 -0.89969 -1.16708
7.12383 -0.96121 -2.10241
6.53188 -0.72053 -2.86396
5.9997 -0.43332 -3.58954
5.6546 0.18142 -4.25919
5.12416 0.48368 -4.9956
4.52789 0.70002 -5.74378
3.77466 0.7361 -6.38439
3.17464 1.00905 -7.08932
2.83524 0.86596 -7.97469
2.7682 1.02734 -8.97951
2.45873 1.70064 -9.61145
2.3257 2.65383 -9.76488
2.38051 3.50827 -10.1548
2.09725 4.3745 -10.6106
1.85157 5.1423 -11.1473
2.15876 5.95787 -11.4918
2.07135 6.86422 -11.3655
1.56851 7.65727 -11.5461
0.97742 8.35066 -11.3688
0.56085 9.17291 -11.3038
0.26807 10.0772 -11.1479
-0.06185 10.9736 -11.0845
-0.70614 11.6128 -10.7417
-1.37446 12.0107 -10.2152
-2.16913 11.9576 -9.76145
-2.90154 11.8416 -9.15286
-3.37956 11.4582 -8.41
-3.56777 10.8667 -7.70523
-3.81113 10.2733 -7.03079
-3.91875 9.5835 -6.39632
-3.7404 8.91141 -5.72778
-3.39991 8.08642 -5.33804
-3.20433 7.16785 -5.22266
-3.07715 6.16494 -5.31092
-2.64762 5.22945 -5.30646
-2.04321 4.43262 -5.23433
-1.42962 3.66181 -5.0405
-0.69954 3.24791 -4.43659
-0.13921 3.32746 -3.60326
0.53291 3.28185 -2.92431
1.0887 3.02118 -2.12892
1.80917 2.5949 -1.62705
2.72603 2.3183 -1.46295
3.59033 2.05857 -1.01142
4.17284 2.12049 -0.12114
4.84344 1.80514 0.50849
5.75302 1.58974 0.31411
6.51865 1.38871 -0.22971
7.39317 1.42445 -0.57088
8.20316 0.91618 -0.55682
9.1218 0.79186 -0.77281
10.0789 0.70774 -0.74982
11.0036 0.58317 -1.00274
11.9725 0.3865 -0.97052
12.7004 -0.11435 -1.22089
13.2956 -0.89576 -1.17394
13.2873 -1.83949 -1.47372
13.0759 -2.64934 -1.95873
12.5258 -3.01392 -2.66832
12.2904 -3.36782 -3.52351
11.631 -3.39647 -4.26286
10.865 -3.31596 -4.81679
10.0755 -3.5201 -5.31921
9.22744 -3.52162 -5.69019
8.30038 -3.4766 -5.99321
7.3621 -3.29153 -5.81535
6.61623 -2.69148 -5.55095
5.96398 -2.00006 -5.79579
5.35243 -1.2437 -5.74243
4.58809 -0.66565 -5.44979
3.8737 -0.01397 -5.20995
3.06586 0.48653 -4.86577
2.32544 1.14545 -4.74094
1.63556 1.78078 -4.61383
1.1033 2.57037 -4.3942
0.55728 3.40662 -4.36142
0.27776 4.26945 -3.96277
0.54136 4.84507 -3.18072
