-5.77712 -2.92069 1.49591
-5.30144 -2.42242 0.54996
-4.45787 -2.70437 -0.13374
-5.27321 -3.42924 -0.58332
-5.8849 -3.98001 -1.29057
-5.08682 -4.56191 -1.40277
-4.19652 -5.02398 -1.58471
-3.48191 -4.91768 -2.01571
-2.94561 -4.27307 -2.25166
-2.17663 -4.87785 -2.44039
-1.46593 -5.77773 -2.17458
-1.42107 -4.74195 -2.20535
-0.77606 -4.08402 -2.75939
0.06536 -3.567 -3.19183
1.02961 -3.88119 -2.84089
1.30833 -4.13064 -1.83863
1.13202 -3.21119 -1.4682
0.92325 -2.2088 -1.28137
1.98883 -2.02464 -1.35245
2.96858 -2.58274 -0.94182
2.59124 -2.1973 -0.03271
1.55261 -1.78765 0.36365
2.31312 -0.98617 0.41668
2.8801 -0.69209 0.95001
2.701 -0.16546 1.73484
3.70835 -0.17846 1.81802
3.896 0.65614 2.32187
3.09348 1.36775 2.67655
2.83283 2.27552 2.56123
3.63397 2.78571 2.10478
3.47532 3.38311 1.30682
2.56527 3.61439 0.84736
2.08286 4.05086 1.72559
1.53721 4.81861 1.55388
1.69323 5.50836 0.76216
1.22375 6.06176 0.01024
0.42174 5.37557 -0.24762
-0.41948 4.73651 0.0425
-0.83623 5.20105 -0.80404
-1.11396 4.94714 -1.71074
-1.87275 4.44954 -1.0386
-2.02317 3.96298 -1.84224
-1.57147 3.37478 -2.52559
-2.09208 2.69261 -3.10708
-3.05207 2.25108 -3.06598
-3.43962 1.23531 -2.96688
-2.43278 0.82794 -2.58925
-1.61927 0.69304 -1.82082
-2.31778 -0.09833 -1.84251
-2.94058 -0.96834 -2.28002
-2.16137 -1.13425 -1.495
-1.89484 -1.22792 -0.37708
-1.7195 -2.18419 -0.20851
-1.01374 -2.91798 -0.64919
-0.67961 -2.4588 0.28327
-0.97041 -1.83352 1.31442
-1.25736 -2.8845 1.95161
-0.65463 -3.71522 1.99904
0.18956 -4.14837 1.56945
0.83685 -4.8811 1.87918
0.76344 -4.98251 2.9988
1.61661 -4.67643 2.75522
2.18414 -4.89574 2.09724
2.48772 -5.01187 1.13342
3.28852 -4.59596 1.31757
4.09517 -4.87029 1.80592
4.85276 -4.17573 1.702
4.78452 -3.64979 0.75456
5.3139 -3.96118 -0.08863
6.27189 -4.48577 -0.11812
6.22773 -3.88555 -0.98818
6.36202 -2.72349 -1.07322
6.7073 -1.73452 -0.80182
6.07456 -1.91317 -1.60281
5.30642 -2.08375 -2.3629
4.92562 -0.95435 -2.38673
5.80553 -0.22776 -2.17122
4.84997 0.13372 -2.41942
3.91386 0.02036 -2.94599
3.82067 1.06035 -2.68987
3.70242 1.95366 -2.18806
2.71563 1.36592 -2.20173
1.97015 0.57915 -2.00739
1.55922 1.50588 -2.05532
0.69296 1.97021 -1.99328
0.62994 1.25474 -1.35362
0.61135 1.12017 -0.43882
-0.31711 1.05797 0.06168
-0.70566 0.98485 0.87885
-0.63542 1.79428 1.42604
-0.95121 2.57176 2.03602
-1.84948 1.93844 1.96873
-2.2126 0.82454 1.50264
-2.9841 0.15182 2.08326
-3.74239 0.27006 2.86682
-4.56177 0.7948 2.7653
-5.13192 0.35057 1.85729
-4.57177 -0.39926 1.50412
-4.46433 -1.41437 1.55123
-5.33112 -2.00669 1.77691
