39,61,0,0,0
45,55,0,0,0
0,0,0,0,0
48,52,0,0,0
20,33,47,0,0
45,55,0,0,0
43,57,0,0,0
49,51,0,0,0
56,44,0,0,0
49,51,0,0,0
35,65,0,0,0
46,54,0,0,0
36,64,0,0,0
52,48,0,0,0
39,61,0,0,0
44,56,0,0,0
50,50,0,0,0
53,47,0,0,0
62,38,0,0,0
49,51,0,0,0
62,38,0,0,0
48,52,0,0,0
41,59,0,0,0
44,56,0,0,0
44,56,0,0,0
52,48,0,0,0
59,41,0,0,0
48,52,0,0,0
39,61,0,0,0
48,52,0,0,0
38,62,0,0,0
38,62,0,0,0
0,0,0,0,0
0,0,0,0,0
50,50,0,0,0
49,51,0,0,0
0,0,0,0,0
49,51,0,0,0
0,0,0,0,0
0,0,0,0,0
35,65,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
37,63,0,0,0
34,66,0,0,0
42,58,0,0,0
0,0,0,0,0
42,58,0,0,0
58,42,0,0,0
0,0,0,0,0
51,49,0,0,0
35,31,34,0,0
37,63,0,0,0
55,45,0,0,0
41,59,0,0,0
0,0,0,0,0
37,63,0,0,0
57,43,0,0,0
73,27,0,0,0
48,52,0,0,0
63,37,0,0,0
44,56,0,0,0
39,61,0,0,0
48,52,0,0,0
48,52,0,0,0
24,49,27,0,0
29,18,53,0,0
28,72,0,0,0
51,49,0,0,0
53,47,0,0,0
0,0,0,0,0
48,52,0,0,0
39,61,0,0,0
39,61,0,0,0
0,0,0,0,0
38,62,0,0,0
58,42,0,0,0
74,26,0,0,0
0,0,0,0,0
44,56,0,0,0
47,53,0,0,0
40,60,0,0,0
60,40,0,0,0
49,51,0,0,0
43,57,0,0,0
38,62,0,0,0
31,69,0,0,0
41,59,0,0,0
55,45,0,0,0
0,0,0,0,0
39,61,0,0,0
62,38,0,0,0
64,36,0,0,0
55,45,0,0,0
0,0,0,0,0
0,0,0,0,0
41,59,0,0,0
0,0,0,0,0
56,44,0,0,0
38,62,0,0,0
21,19,60,0,0
15,26,59,0,0
41,59,0,0,0
43,57,0,0,0
25,55,20,0,0
0,0,0,0,0
38,62,0,0,0
33,67,0,0,0
50,50,0,0,0
24,17,59,0,0
31,69,0,0,0
48,52,0,0,0
26,17,57,0,0
36,45,19,0,0
61,39,0,0,0
38,62,0,0,0
50,50,0,0,0
40,60,0,0,0
47,53,0,0,0
52,48,0,0,0
45,55,0,0,0
55,45,0,0,0
46,54,0,0,0
70,30,0,0,0
55,45,0,0,0
71,29,0,0,0
48,52,0,0,0
32,68,0,0,0
42,58,0,0,0
42,58,0,0,0
52,48,0,0,0
57,43,0,0,0
0,0,0,0,0
63,17,20,0,0
42,58,0,0,0
30,38,32,0,0
0,0,0,0,0
0,0,0,0,0
40,60,0,0,0
0,0,0,0,0
55,45,0,0,0
51,49,0,0,0
26,74,0,0,0
65,35,0,0,0
35,65,0,0,0
59,41,0,0,0
43,19,38,0,0
55,45,0,0,0
13,87,0,0,0
0,0,0,0,0
17,83,0,0,0
40,60,0,0,0
50,50,0,0,0
56,44,0,0,0
53,47,0,0,0
36,64,0,0,0
45,55,0,0,0
0,0,0,0,0
49,51,0,0,0
62,38,0,0,0
55,45,0,0,0
0,0,0,0,0
0,0,0,0,0
49,51,0,0,0
31,69,0,0,0
52,48,0,0,0
56,44,0,0,0
39,61,0,0,0
21,79,0,0,0
25,75,0,0,0
42,36,22,0,0
37,63,0,0,0
36,64,0,0,0
40,60,0,0,0
56,44,0,0,0
50,50,0,0,0
56,44,0,0,0
45,55,0,0,0
55,45,0,0,0
54,46,0,0,0
47,53,0,0,0
0,0,0,0,0
0,0,0,0,0
49,51,0,0,0
38,62,0,0,0
36,27,37,0,0
34,66,0,0,0
43,57,0,0,0
54,46,0,0,0
28,25,47,0,0
44,56,0,0,0
63,37,0,0,0
59,41,0,0,0
35,65,0,0,0
46,54,0,0,0
27,73,0,0,0
41,59,0,0,0
0,0,0,0,0
0,0,0,0,0
45,55,0,0,0
45,55,0,0,0
0,0,0,0,0
30,70,0,0,0
54,46,0,0,0
47,53,0,0,0
50,50,0,0,0
38,62,0,0,0
21,20,59,0,0
30,70,0,0,0
36,64,0,0,0
73,27,0,0,0
43,57,0,0,0
37,63,0,0,0
60,40,0,0,0
0,0,0,0,0
27,41,32,0,0
68,32,0,0,0
49,51,0,0,0
47,53,0,0,0
24,76,0,0,0
16,84,0,0,0
0,0,0,0,0
53,27,20,0,0
0,0,0,0,0
44,56,0,0,0
50,50,0,0,0
40,60,0,0,0
0,0,0,0,0
0,0,0,0,0
36,64,0,0,0
0,0,0,0,0
47,53,0,0,0
56,44,0,0,0
55,45,0,0,0
31,27,42,0,0
46,54,0,0,0
43,57,0,0,0
39,61,0,0,0
53,47,0,0,0
0,0,0,0,0
0,0,0,0,0
33,67,0,0,0
50,50,0,0,0
44,56,0,0,0
0,0,0,0,0
48,52,0,0,0
0,0,0,0,0
27,73,0,0,0
45,55,0,0,0
