30,70,0,0,0
47,15,17,21,0
15,51,34,0,0
33,67,0,0,0
32,68,0,0,0
18,82,0,0,0
23,15,62,0,0
35,25,40,0,0
32,15,53,0,0
37,33,30,0,0
19,23,58,0,0
14,15,48,23,0
26,48,26,0,0
26,44,30,0,0
29,23,48,0,0
19,24,14,43,0
17,83,0,0,0
24,49,27,0,0
26,41,33,0,0
22,28,50,0,0
27,73,0,0,0
61,39,0,0,0
16,28,56,0,0
27,33,40,0,0
38,62,0,0,0
23,33,44,0,0
22,34,23,21,0
17,21,25,20,17
26,17,57,0,0
27,37,36,0,0
33,34,14,19,0
24,19,23,34,0
26,24,21,29,0
19,41,17,23,0
12,38,24,26,0
36,14,50,0,0
37,25,38,0,0
17,19,22,42,0
22,50,28,0,0
15,22,14,26,23
17,21,62,0,0
45,20,35,0,0
31,26,43,0,0
27,19,54,0,0
27,42,31,0,0
28,28,44,0,0
30,70,0,0,0
27,22,51,0,0
25,34,13,28,0
19,24,25,32,0
15,36,13,36,0
28,22,50,0,0
32,68,0,0,0
34,31,35,0,0
19,17,18,46,0
23,77,0,0,0
23,77,0,0,0
24,25,23,28,0
23,32,22,23,0
28,14,33,25,0
38,62,0,0,0
34,29,37,0,0
31,31,38,0,0
23,77,0,0,0
35,35,15,15,0
38,62,0,0,0
19,19,23,39,0
22,28,50,0,0
28,34,38,0,0
16,30,54,0,0
31,15,28,26,0
15,31,21,33,0
36,20,44,0,0
26,30,22,22,0
30,70,0,0,0
17,37,46,0,0
25,75,0,0,0
35,21,23,21,0
27,21,24,28,0
23,22,21,34,0
23,23,20,34,0
36,22,42,0,0
27,24,49,0,0
28,15,32,25,0
22,19,59,0,0
16,84,0,0,0
36,37,27,0,0
28,22,50,0,0
16,25,33,26,0
40,25,16,19,0
37,25,38,0,0
66,14,20,0,0
54,32,14,0,0
32,50,18,0,0
49,51,0,0,0
31,34,35,0,0
20,18,16,46,0
39,15,19,27,0
61,39,0,0,0
46,35,19,0,0
24,50,26,0,0
19,38,29,14,0
53,47,0,0,0
19,36,45,0,0
16,15,69,0,0
31,24,45,0,0
25,57,18,0,0
16,26,30,28,0
14,34,52,0,0
33,17,19,31,0
23,18,21,38,0
22,13,32,9,24
20,21,59,0,0
20,19,23,38,0
14,40,24,22,0
17,16,23,26,18
25,25,22,28,0
36,29,35,0,0
24,76,0,0,0
22,22,56,0,0
47,53,0,0,0
26,26,48,0,0
13,17,29,11,30
23,32,22,23,0
17,28,27,28,0
28,72,0,0,0
27,29,27,17,0
16,34,50,0,0
26,21,31,22,0
26,35,39,0,0
20,40,18,22,0
18,40,42,0,0
29,31,40,0,0
44,24,32,0,0
38,33,29,0,0
23,29,48,0,0
25,22,53,0,0
38,31,31,0,0
37,63,0,0,0
15,20,65,0,0
40,16,44,0,0
26,19,30,25,0
27,31,42,0,0
27,17,19,37,0
26,21,53,0,0
33,67,0,0,0
16,19,15,50,0
32,17,51,0,0
22,20,14,44,0
29,16,25,30,0
29,32,39,0,0
21,32,47,0,0
25,21,16,38,0
33,67,0,0,0
48,19,33,0,0
34,31,35,0,0
37,25,38,0,0
39,61,0,0,0
54,22,24,0,0
25,34,20,21,0
14,13,17,56,0
30,13,13,44,0
25,12,26,37,0
17,14,69,0,0
28,38,34,0,0
17,38,45,0,0
19,47,34,0,0
38,17,45,0,0
25,25,50,0,0
38,25,37,0,0
29,27,44,0,0
29,23,17,31,0
25,24,51,0,0
45,21,15,19,0
34,17,49,0,0
30,35,35,0,0
22,31,47,0,0
43,57,0,0,0
19,81,0,0,0
44,56,0,0,0
22,78,0,0,0
22,78,0,0,0
27,73,0,0,0
32,18,50,0,0
36,17,47,0,0
21,14,19,46,0
30,32,21,17,0
25,30,19,26,0
37,63,0,0,0
45,55,0,0,0
16,29,55,0,0
50,50,0,0,0
27,22,18,33,0
32,43,25,0,0
45,24,31,0,0
33,67,0,0,0
38,62,0,0,0
0,0,0,0,0
44,56,0,0,0
38,17,45,0,0
44,56,0,0,0
25,75,0,0,0
19,22,26,33,0
0,0,0,0,0
19,18,27,36,0
17,28,29,26,0
18,23,27,32,0
25,29,46,0,0
16,46,38,0,0
17,18,65,0,0
24,40,15,21,0
24,32,20,24,0
21,31,48,0,0
28,21,17,34,0
15,48,16,21,0
31,32,37,0,0
19,25,21,35,0
14,17,39,30,0
21,16,33,30,0
16,25,21,38,0
21,79,0,0,0
59,41,0,0,0
47,53,0,0,0
26,19,22,33,0
17,18,65,0,0
