20,20,19,21,20
26,28,46,0,0
25,18,22,35,0
22,18,18,42,0
35,9,30,26,0
29,27,15,29,0
31,31,38,0,0
25,39,18,18,0
21,21,16,42,0
26,19,55,0,0
33,18,26,23,0
17,37,15,31,0
23,19,22,36,0
31,23,46,0,0
20,36,44,0,0
17,83,0,0,0
19,81,0,0,0
31,26,14,12,17
32,24,44,0,0
29,34,37,0,0
17,32,51,0,0
22,25,53,0,0
31,15,26,28,0
48,34,18,0,0
28,19,20,12,21
29,16,31,24,0
14,29,57,0,0
33,33,34,0,0
32,68,0,0,0
31,18,29,22,0
18,18,35,29,0
13,21,25,41,0
18,20,24,38,0
19,30,51,0,0
46,28,26,0,0
37,32,31,0,0
25,22,20,33,0
21,24,55,0,0
28,21,51,0,0
14,22,64,0,0
30,16,27,27,0
23,16,61,0,0
29,17,28,26,0
22,42,36,0,0
20,38,42,0,0
17,21,62,0,0
23,16,28,33,0
24,22,26,28,0
17,27,56,0,0
19,25,25,31,0
20,30,16,16,18
24,18,23,35,0
19,18,29,34,0
24,29,47,0,0
41,22,37,0,0
25,75,0,0,0
19,38,43,0,0
26,18,56,0,0
39,24,37,0,0
18,52,30,0,0
18,14,68,0,0
37,20,31,12,0
38,19,43,0,0
36,28,36,0,0
30,36,34,0,0
28,21,36,15,0
34,22,14,30,0
47,15,38,0,0
22,35,24,19,0
28,23,27,22,0
34,26,40,0,0
23,17,26,34,0
27,30,26,17,0
29,25,46,0,0
32,21,47,0,0
8,45,29,18,0
28,27,45,0,0
27,39,34,0,0
24,33,43,0,0
20,32,48,0,0
16,33,51,0,0
31,22,47,0,0
22,78,0,0,0
34,20,46,0,0
20,17,16,47,0
32,18,27,23,0
32,68,0,0,0
19,81,0,0,0
33,67,0,0,0
21,31,25,23,0
30,20,50,0,0
55,45,0,0,0
18,51,31,0,0
18,21,37,24,0
30,42,28,0,0
29,21,19,31,0
23,27,19,31,0
17,29,26,28,0
49,51,0,0,0
52,48,0,0,0
20,26,23,31,0
27,30,16,27,0
22,19,59,0,0
19,25,14,42,0
22,18,60,0,0
17,15,23,26,19
15,35,22,28,0
22,19,27,32,0
21,27,52,0,0
25,14,21,15,25
18,27,55,0,0
35,19,46,0,0
17,25,26,32,0
19,29,22,30,0
26,13,22,39,0
17,33,21,29,0
26,18,34,22,0
33,52,15,0,0
15,25,32,28,0
29,21,50,0,0
16,31,15,38,0
17,35,48,0,0
44,56,0,0,0
17,83,0,0,0
20,30,18,32,0
21,16,29,34,0
24,36,40,0,0
41,16,43,0,0
47,19,34,0,0
22,78,0,0,0
33,20,47,0,0
19,39,18,24,0
28,30,20,22,0
40,17,18,25,0
28,20,15,18,19
14,19,17,50,0
52,48,0,0,0
20,19,34,27,0
26,41,33,0,0
28,21,51,0,0
27,21,52,0,0
45,24,31,0,0
30,46,24,0,0
26,27,15,32,0
23,19,26,32,0
28,24,48,0,0
35,27,38,0,0
32,29,39,0,0
34,28,38,0,0
42,20,38,0,0
17,33,22,28,0
22,14,14,50,0
35,13,25,27,0
20,30,17,33,0
19,81,0,0,0
27,28,26,19,0
28,18,32,22,0
26,26,48,0,0
28,72,0,0,0
21,29,50,0,0
44,56,0,0,0
25,22,20,33,0
17,20,26,20,17
32,24,44,0,0
43,23,34,0,0
17,17,26,16,24
15,42,43,0,0
35,25,40,0,0
26,35,39,0,0
20,21,13,46,0
31,10,59,0,0
37,41,22,0,0
27,21,28,24,0
24,20,26,30,0
35,24,41,0,0
35,14,23,28,0
22,14,64,0,0
21,20,27,32,0
48,52,0,0,0
18,23,59,0,0
33,24,43,0,0
29,21,26,24,0
23,15,37,25,0
30,22,24,24,0
21,12,67,0,0
41,16,20,23,0
48,30,22,0,0
20,40,40,0,0
13,18,35,18,16
9,28,15,27,21
54,46,0,0,0
16,40,44,0,0
24,24,52,0,0
15,29,16,40,0
39,41,20,0,0
21,26,53,0,0
36,22,23,19,0
31,17,52,0,0
18,26,29,27,0
27,21,26,26,0
19,23,31,27,0
24,17,59,0,0
23,28,18,31,0
29,15,24,32,0
27,17,33,23,0
29,33,38,0,0
33,28,39,0,0
14,32,25,29,0
34,16,31,19,0
22,30,48,0,0
18,21,36,25,0
27,28,18,27,0
21,33,46,0,0
33,31,36,0,0
41,59,0,0,0
33,18,22,27,0
31,69,0,0,0
35,65,0,0,0
32,20,48,0,0
32,13,28,27,0
22,20,23,35,0
35,22,43,0,0
14,27,13,16,30
45,55,0,0,0
24,33,19,24,0
21,17,62,0,0
19,34,47,0,0
47,27,26,0,0
65,35,0,0,0
28,42,30,0,0
24,17,18,41,0
22,20,21,37,0
27,42,31,0,0
30,13,21,20,16
17,20,26,37,0
16,30,24,30,0
19,28,53,0,0
24,23,53,0,0
21,28,51,0,0
20,17,16,47,0
21,25,13,41,0
27,20,30,23,0
14,23,63,0,0
27,24,27,22,0
26,19,25,30,0
34,31,35,0,0
40,29,31,0,0
13,31,20,36,0
22,17,25,36,0
25,26,17,32,0
32,21,25,22,0
48,14,38,0,0
17,25,58,0,0
20,23,24,15,18
17,34,18,31,0
31,19,25,25,0
18,33,49,0,0
18,36,21,25,0
17,41,42,0,0
19,32,49,0,0
32,24,15,29,0
30,15,55,0,0
25,24,23,28,0
39,28,33,0,0
34,25,41,0,0
22,36,42,0,0
21,26,53,0,0
20,23,37,20,0
21,79,0,0,0
21,16,63,0,0
12,25,23,40,0
21,34,18,27,0
20,14,21,26,19
20,80,0,0,0
30,31,20,19,0
37,28,35,0,0
28,26,23,23,0
16,21,29,34,0
23,21,23,33,0
17,27,21,35,0
33,22,25,20,0
22,32,46,0,0
52,48,0,0,0
17,18,19,23,23
16,33,51,0,0
18,16,16,50,0
26,30,44,0,0
14,34,52,0,0
18,34,48,0,0
22,78,0,0,0
23,19,26,32,0
20,20,29,31,0
22,25,53,0,0
36,23,41,0,0
24,27,49,0,0
18,28,19,35,0
0,0,0,0,0
27,18,14,41,0
28,15,57,0,0
38,17,45,0,0
21,25,54,0,0
43,24,33,0,0
15,85,0,0,0
21,19,60,0,0
28,72,0,0,0
19,24,20,37,0
17,30,53,0,0
29,29,42,0,0
24,15,61,0,0
31,23,15,31,0
22,31,47,0,0
16,17,33,20,14
30,28,42,0,0
36,21,21,22,0
41,30,29,0,0
23,35,18,24,0
41,16,22,21,0
36,35,29,0,0
27,41,32,0,0
39,26,35,0,0
20,27,53,0,0
21,22,15,42,0
22,26,52,0,0
26,23,51,0,0
24,26,50,0,0
21,20,59,0,0
36,21,24,19,0
15,29,24,32,0
58,42,0,0,0
27,20,53,0,0
15,31,54,0,0
20,33,14,33,0
33,25,18,24,0
31,31,15,23,0
23,15,62,0,0
26,18,25,31,0
27,12,18,43,0
33,16,23,28,0
24,27,26,23,0
55,22,23,0,0
30,18,52,0,0
15,25,24,36,0
26,17,57,0,0
21,29,18,32,0
26,19,18,18,19
53,13,13,21,0
41,19,40,0,0
19,27,21,14,19
13,19,28,23,17
17,27,33,23,0
27,21,30,22,0
21,20,59,0,0
42,24,34,0,0
17,22,46,15,0
24,25,51,0,0
22,33,45,0,0
25,41,34,0,0
19,29,52,0,0
23,13,38,26,0
15,35,24,26,0
31,15,30,24,0
22,78,0,0,0
22,29,49,0,0
19,18,13,24,26
18,13,24,22,23
38,17,45,0,0
28,16,19,21,16
24,76,0,0,0
16,23,33,28,0
25,31,44,0,0
30,21,49,0,0
46,24,30,0,0
29,26,24,21,0
13,27,25,35,0
23,24,21,32,0
20,22,32,26,0
24,24,24,28,0
21,13,48,18,0
28,72,0,0,0
24,76,0,0,0
42,58,0,0,0
26,74,0,0,0
15,23,62,0,0
19,24,25,32,0
25,25,50,0,0
27,19,28,26,0
25,24,51,0,0
25,22,17,36,0
24,26,16,34,0
26,37,19,18,0
7,18,9,35,31
19,19,29,33,0
32,24,24,20,0
25,18,26,31,0
32,27,16,25,0
18,29,34,19,0
34,34,32,0,0
17,25,24,34,0
49,51,0,0,0
21,79,0,0,0
44,22,34,0,0
19,30,22,29,0
16,50,34,0,0
33,29,14,24,0
20,12,21,16,31
16,28,56,0,0
21,34,15,30,0
24,42,34,0,0
29,26,45,0,0
20,27,26,27,0
36,32,32,0,0
25,30,45,0,0
17,83,0,0,0
34,18,15,33,0
24,20,56,0,0
26,36,38,0,0
26,37,37,0,0
26,44,30,0,0
22,28,50,0,0
21,79,0,0,0
31,24,45,0,0
22,20,16,42,0
35,35,30,0,0
31,28,18,23,0
24,35,41,0,0
29,17,54,0,0
29,18,53,0,0
29,23,48,0,0
39,18,25,18,0
14,29,12,20,25
23,22,55,0,0
22,24,54,0,0
41,38,21,0,0
17,16,14,53,0
21,20,15,19,25
33,18,49,0,0
50,20,30,0,0
37,19,25,19,0
