20,30,19,31,0,0,0,0
47,15,17,21,0,0,0,0
14,15,18,33,20,0,0,0
33,28,39,0,0,0,0,0
32,22,46,0,0,0,0,0
35,18,47,0,0,0,0,0
16,23,15,46,0,0,0,0
35,25,40,0,0,0,0,0
24,32,15,29,0,0,0,0
18,19,33,30,0,0,0,0
27,19,23,31,0,0,0,0
14,15,12,36,23,0,0,0
26,48,26,0,0,0,0,0
26,16,28,30,0,0,0,0
29,23,48,0,0,0,0,0
19,24,14,43,0,0,0,0
22,17,11,50,0,0,0,0
9,15,29,20,27,0,0,0
15,11,41,33,0,0,0,0
13,22,28,37,0,0,0,0
27,44,29,0,0,0,0,0
29,32,39,0,0,0,0,0
16,28,56,0,0,0,0,0
16,11,33,12,28,0,0,0
28,38,34,0,0,0,0,0
23,33,44,0,0,0,0,0
22,34,23,21,0,0,0,0
17,21,25,20,17,0,0,0
11,26,17,46,0,0,0,0
27,37,24,12,0,0,0,0
33,34,14,19,0,0,0,0
24,19,23,34,0,0,0,0
26,24,21,29,0,0,0,0
19,22,19,17,23,0,0,0
12,23,15,24,26,0,0,0
17,19,14,50,0,0,0,0
37,25,38,0,0,0,0,0
17,19,22,15,27,0,0,0
22,50,28,0,0,0,0,0
15,22,14,26,23,0,0,0
17,21,17,9,18,18,0,0
15,30,20,35,0,0,0,0
11,31,26,32,0,0,0,0
24,27,19,30,0,0,0,0
27,19,23,31,0,0,0,0
28,28,44,0,0,0,0,0
11,16,30,43,0,0,0,0
27,22,51,0,0,0,0,0
25,34,13,28,0,0,0,0
19,24,25,32,0,0,0,0
15,15,21,13,36,0,0,0
28,22,50,0,0,0,0,0
32,68,0,0,0,0,0,0
14,34,31,21,0,0,0,0
19,17,18,46,0,0,0,0
29,19,23,29,0,0,0,0
24,23,53,0,0,0,0,0
24,25,23,5,23,0,0,0
23,32,22,23,0,0,0,0
28,14,33,25,0,0,0,0
24,14,19,43,0,0,0,0
34,29,37,0,0,0,0,0
15,16,31,38,0,0,0,0
29,23,23,15,10,0,0,0
35,15,20,15,15,0,0,0
38,62,0,0,0,0,0,0
19,19,23,39,0,0,0,0
22,16,12,33,17,0,0,0
15,13,34,38,0,0,0,0
32,16,30,22,0,0,0,0
31,15,22,6,26,0,0,0
15,31,21,33,0,0,0,0
18,36,20,26,0,0,0,0
26,30,22,22,0,0,0,0
30,70,0,0,0,0,0,0
17,37,17,29,0,0,0,0
26,31,25,18,0,0,0,0
35,21,23,21,0,0,0,0
27,21,24,28,0,0,0,0
23,22,21,34,0,0,0,0
23,23,20,34,0,0,0,0
14,22,22,42,0,0,0,0
8,27,24,12,29,0,0,0
28,15,32,25,0,0,0,0
25,22,19,34,0,0,0,0
16,12,15,27,30,0,0,0
36,37,27,0,0,0,0,0
28,22,50,0,0,0,0,0
16,25,33,26,0,0,0,0
15,25,25,16,19,0,0,0
14,23,25,38,0,0,0,0
35,31,14,20,0,0,0,0
24,30,32,14,0,0,0,0
32,15,35,18,0,0,0,0
16,33,27,24,0,0,0,0
14,31,34,21,0,0,0,0
20,18,16,16,30,0,0,0
39,15,19,27,0,0,0,0
19,42,39,0,0,0,0,0
46,21,14,19,0,0,0,0
24,13,25,12,26,0,0,0
19,16,22,29,14,0,0,0
21,13,19,47,0,0,0,0
19,36,45,0,0,0,0,0
16,15,23,22,24,0,0,0
31,24,29,16,0,0,0,0
25,44,13,18,0,0,0,0
16,26,30,28,0,0,0,0
17,14,34,35,0,0,0,0
33,17,19,31,0,0,0,0
23,18,21,38,0,0,0,0
22,13,32,9,24,0,0,0
20,21,59,0,0,0,0,0
20,19,23,38,0,0,0,0
14,11,29,24,22,0,0,0
17,16,23,26,18,0,0,0
25,25,22,28,0,0,0,0
36,29,35,0,0,0,0,0
32,24,9,7,28,0,0,0
26,22,22,30,0,0,0,0
24,8,35,12,21,0,0,0
26,26,48,0,0,0,0,0
13,17,8,6,15,11,15,15
23,32,22,23,0,0,0,0
17,28,27,28,0,0,0,0
25,28,47,0,0,0,0,0
27,23,6,6,21,17,0,0
16,34,50,0,0,0,0,0
26,21,31,22,0,0,0,0
26,15,20,39,0,0,0,0
20,40,18,22,0,0,0,0
18,19,21,42,0,0,0,0
