29,40,31,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
20,80,0,0,0,0,0,0
0,0,0,0,0,0,0,0
28,72,0,0,0,0,0,0
30,70,0,0,0,0,0,0
31,69,0,0,0,0,0,0
59,41,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
26,74,0,0,0,0,0,0
16,26,58,0,0,0,0,0
0,0,0,0,0,0,0,0
25,75,0,0,0,0,0,0
28,37,35,0,0,0,0,0
35,65,0,0,0,0,0,0
51,49,0,0,0,0,0,0
0,0,0,0,0,0,0,0
28,72,0,0,0,0,0,0
43,57,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
26,74,0,0,0,0,0,0
17,28,55,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19,54,27,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
45,55,0,0,0,0,0,0
0,0,0,0,0,0,0,0
44,19,37,0,0,0,0,0
0,0,0,0,0,0,0,0
47,33,20,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
23,77,0,0,0,0,0,0
0,0,0,0,0,0,0,0
47,53,0,0,0,0,0,0
47,53,0,0,0,0,0,0
26,74,0,0,0,0,0,0
34,30,36,0,0,0,0,0
23,77,0,0,0,0,0,0
70,30,0,0,0,0,0,0
59,41,0,0,0,0,0,0
49,51,0,0,0,0,0,0
42,58,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
22,78,0,0,0,0,0,0
0,0,0,0,0,0,0,0
18,82,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
34,66,0,0,0,0,0,0
40,60,0,0,0,0,0,0
53,47,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
35,65,0,0,0,0,0,0
57,43,0,0,0,0,0,0
