23,38,39,0,0,0,0,0
26,20,54,0,0,0,0,0
50,26,24,0,0,0,0,0
20,20,16,44,0,0,0,0
34,66,0,0,0,0,0,0
49,23,28,0,0,0,0,0
18,26,56,0,0,0,0,0
46,38,16,0,0,0,0,0
24,10,66,0,0,0,0,0
12,51,25,12,0,0,0,0
52,48,0,0,0,0,0,0
32,51,17,0,0,0,0,0
29,36,35,0,0,0,0,0
43,57,0,0,0,0,0,0
24,32,44,0,0,0,0,0
20,28,52,0,0,0,0,0
23,43,34,0,0,0,0,0
27,25,48,0,0,0,0,0
39,25,36,0,0,0,0,0
47,53,0,0,0,0,0,0
15,41,44,0,0,0,0,0
16,16,29,39,0,0,0,0
35,65,0,0,0,0,0,0
34,17,49,0,0,0,0,0
50,8,42,0,0,0,0,0
41,59,0,0,0,0,0,0
33,67,0,0,0,0,0,0
11,39,50,0,0,0,0,0
24,39,37,0,0,0,0,0
26,20,54,0,0,0,0,0
31,20,49,0,0,0,0,0
33,16,51,0,0,0,0,0
25,20,55,0,0,0,0,0
18,82,0,0,0,0,0,0
54,18,28,0,0,0,0,0
26,41,33,0,0,0,0,0
36,64,0,0,0,0,0,0
21,79,0,0,0,0,0,0
14,86,0,0,0,0,0,0
32,34,34,0,0,0,0,0
17,21,62,0,0,0,0,0
21,79,0,0,0,0,0,0
22,25,33,20,0,0,0,0
35,42,23,0,0,0,0,0
31,43,13,13,0,0,0,0
18,11,71,0,0,0,0,0
22,33,45,0,0,0,0,0
26,74,0,0,0,0,0,0
18,23,20,39,0,0,0,0
27,36,37,0,0,0,0,0
40,31,29,0,0,0,0,0
36,23,41,0,0,0,0,0
51,7,42,0,0,0,0,0
69,31,0,0,0,0,0,0
59,41,0,0,0,0,0,0
47,53,0,0,0,0,0,0
13,44,43,0,0,0,0,0
17,31,52,0,0,0,0,0
23,77,0,0,0,0,0,0
28,22,50,0,0,0,0,0
22,39,39,0,0,0,0,0
18,40,42,0,0,0,0,0
18,35,47,0,0,0,0,0
13,39,48,0,0,0,0,0
19,41,40,0,0,0,0,0
30,30,40,0,0,0,0,0
18,11,41,30,0,0,0,0
51,17,32,0,0,0,0,0
27,24,49,0,0,0,0,0
25,31,44,0,0,0,0,0
36,28,36,0,0,0,0,0
29,39,32,0,0,0,0,0
42,8,50,0,0,0,0,0
50,20,30,0,0,0,0,0
26,16,58,0,0,0,0,0
34,66,0,0,0,0,0,0
36,64,0,0,0,0,0,0
25,30,14,31,0,0,0,0
37,28,35,0,0,0,0,0
23,77,0,0,0,0,0,0
24,18,20,38,0,0,0,0
22,39,39,0,0,0,0,0
38,39,23,0,0,0,0,0
39,28,33,0,0,0,0,0
22,25,53,0,0,0,0,0
32,25,14,11,18,0,0,0
24,26,50,0,0,0,0,0
35,38,27,0,0,0,0,0
32,68,0,0,0,0,0,0
19,41,40,0,0,0,0,0
37,63,0,0,0,0,0,0
28,31,41,0,0,0,0,0
11,29,24,36,0,0,0,0
21,19,23,37,0,0,0,0
46,23,31,0,0,0,0,0
46,54,0,0,0,0,0,0
30,70,0,0,0,0,0,0
40,25,35,0,0,0,0,0
44,27,29,0,0,0,0,0
28,14,33,25,0,0,0,0
18,50,32,0,0,0,0,0
15,27,58,0,0,0,0,0
54,46,0,0,0,0,0,0
58,21,21,0,0,0,0,0
24,28,48,0,0,0,0,0
47,31,22,0,0,0,0,0
31,40,29,0,0,0,0,0
42,58,0,0,0,0,0,0
35,28,37,0,0,0,0,0
16,54,30,0,0,0,0,0
18,42,40,0,0,0,0,0
36,31,33,0,0,0,0,0
28,31,41,0,0,0,0,0
0,0,0,0,0,0,0,0
21,40,39,0,0,0,0,0
27,28,45,0,0,0,0,0
31,40,29,0,0,0,0,0
30,50,20,0,0,0,0,0
35,42,23,0,0,0,0,0
52,48,0,0,0,0,0,0
36,25,39,0,0,0,0,0
50,50,0,0,0,0,0,0
25,48,27,0,0,0,0,0
28,30,42,0,0,0,0,0
28,33,39,0,0,0,0,0
19,35,46,0,0,0,0,0
35,26,39,0,0,0,0,0
35,22,43,0,0,0,0,0
45,55,0,0,0,0,0,0
31,48,21,0,0,0,0,0
46,33,21,0,0,0,0,0
29,36,35,0,0,0,0,0
25,19,28,28,0,0,0,0
26,34,40,0,0,0,0,0
23,28,49,0,0,0,0,0
